audio
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201025_091112.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201025_120512.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201025_121325.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201025_130407.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201025_140929.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201025_161808.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201025_174652.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201025_213836.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_105217.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_105855.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_114352.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_130708.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_142311.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_144339.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_145941.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_161349.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_204323.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_205056.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201027_121714.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201027_125731.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201028_072404.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201028_092412.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201028_095055.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201028_131433.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201028_151125.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_051226.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_075414.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_094626.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_151332.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_161709.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_205125.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201025_090915.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201025_101021.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201025_144043.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201025_204809.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201026_091524.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201026_143955.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201026_153217.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201026_160035.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201027_135214.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201027_135224.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201027_213741.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201028_103443.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201028_111034.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201028_152306.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201029_205008.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201026_092727.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201026_093600.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201026_111634.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201027_095221.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201027_114659.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201027_140348.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201028_090451.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201028_132938.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201028_135638.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201028_135718.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201029_101954.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201029_113918.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Ground_125_430MHz_20201028_171509.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Tower_119_605MHz_20201027_000841.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Tower_119_605MHz_20201027_112131.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Tower_119_605MHz_20201027_122331.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Tower_119_605MHz_20201028_140518.wav'}"
"{'bytes': None, 'path': '/home/rodoggx/Documents/iResearch-2024/DATA/LKTB_BRNO_Tower_119_605MHz_20201028_185619.wav'}"
